data;

param num_elementos := 30;

param num_grupos := 5;

param limite_inf :=
	1 6
	2 6
	3 6
	4 6
	5 6
;

param limite_sup :=
	1 6
	2 6
	3 6
	4 6
	5 6
;

param D :=
	1 1 0
	1 2 12
	1 3 68
	1 4 1
	1 5 53
	1 6 4
	1 7 42
	1 8 77
	1 9 67
	1 10 11
	1 11 77
	1 12 1
	1 13 72
	1 14 48
	1 15 70
	1 16 83
	1 17 98
	1 18 53
	1 19 45
	1 20 15
	1 21 17
	1 22 68
	1 23 95
	1 24 71
	1 25 3
	1 26 56
	1 27 87
	1 28 51
	1 29 83
	1 30 38
	2 1 12
	2 2 0
	2 3 27
	2 4 59
	2 5 12
	2 6 39
	2 7 86
	2 8 1
	2 9 90
	2 10 22
	2 11 88
	2 12 54
	2 13 50
	2 14 91
	2 15 89
	2 16 16
	2 17 81
	2 18 36
	2 19 13
	2 20 22
	2 21 85
	2 22 10
	2 23 21
	2 24 26
	2 25 16
	2 26 0
	2 27 79
	2 28 58
	2 29 75
	2 30 93
	3 1 68
	3 2 27
	3 3 0
	3 4 43
	3 5 14
	3 6 53
	3 7 90
	3 8 57
	3 9 44
	3 10 14
	3 11 96
	3 12 17
	3 13 58
	3 14 22
	3 15 52
	3 16 4
	3 17 96
	3 18 59
	3 19 24
	3 20 16
	3 21 47
	3 22 33
	3 23 54
	3 24 56
	3 25 44
	3 26 40
	3 27 3
	3 28 24
	3 29 78
	3 30 87
	4 1 1
	4 2 59
	4 3 43
	4 4 0
	4 5 75
	4 6 20
	4 7 97
	4 8 90
	4 9 48
	4 10 41
	4 11 32
	4 12 11
	4 13 58
	4 14 100
	4 15 83
	4 16 62
	4 17 95
	4 18 1
	4 19 50
	4 20 27
	4 21 99
	4 22 69
	4 23 65
	4 24 4
	4 25 43
	4 26 89
	4 27 35
	4 28 0
	4 29 77
	4 30 89
	5 1 53
	5 2 12
	5 3 14
	5 4 75
	5 5 0
	5 6 62
	5 7 18
	5 8 14
	5 9 50
	5 10 39
	5 11 84
	5 12 41
	5 13 28
	5 14 89
	5 15 85
	5 16 68
	5 17 38
	5 18 45
	5 19 15
	5 20 61
	5 21 37
	5 22 79
	5 23 89
	5 24 54
	5 25 90
	5 26 78
	5 27 78
	5 28 67
	5 29 19
	5 30 24
	6 1 4
	6 2 39
	6 3 53
	6 4 20
	6 5 62
	6 6 0
	6 7 5
	6 8 40
	6 9 13
	6 10 93
	6 11 51
	6 12 86
	6 13 62
	6 14 0
	6 15 57
	6 16 22
	6 17 5
	6 18 78
	6 19 88
	6 20 37
	6 21 19
	6 22 84
	6 23 99
	6 24 60
	6 25 32
	6 26 40
	6 27 84
	6 28 52
	6 29 1
	6 30 82
	7 1 42
	7 2 86
	7 3 90
	7 4 97
	7 5 18
	7 6 5
	7 7 0
	7 8 3
	7 9 82
	7 10 71
	7 11 46
	7 12 53
	7 13 61
	7 14 1
	7 15 3
	7 16 46
	7 17 73
	7 18 22
	7 19 63
	7 20 21
	7 21 9
	7 22 49
	7 23 84
	7 24 7
	7 25 58
	7 26 96
	7 27 48
	7 28 13
	7 29 46
	7 30 29
	8 1 77
	8 2 1
	8 3 57
	8 4 90
	8 5 14
	8 6 40
	8 7 3
	8 8 0
	8 9 88
	8 10 35
	8 11 50
	8 12 99
	8 13 64
	8 14 19
	8 15 25
	8 16 87
	8 17 45
	8 18 48
	8 19 79
	8 20 98
	8 21 65
	8 22 36
	8 23 36
	8 24 81
	8 25 70
	8 26 39
	8 27 81
	8 28 36
	8 29 47
	8 30 65
	9 1 67
	9 2 90
	9 3 44
	9 4 48
	9 5 50
	9 6 13
	9 7 82
	9 8 88
	9 9 0
	9 10 91
	9 11 67
	9 12 9
	9 13 61
	9 14 41
	9 15 83
	9 16 58
	9 17 94
	9 18 12
	9 19 17
	9 20 96
	9 21 57
	9 22 91
	9 23 52
	9 24 1
	9 25 54
	9 26 58
	9 27 4
	9 28 48
	9 29 23
	9 30 49
	10 1 11
	10 2 22
	10 3 14
	10 4 41
	10 5 39
	10 6 93
	10 7 71
	10 8 35
	10 9 91
	10 10 0
	10 11 58
	10 12 22
	10 13 51
	10 14 4
	10 15 39
