data;

param num_elementos := 60;

param num_grupos := 6;

param limite_inf :=
	1 10
	2 10
	3 10
	4 10
	5 10
	6 10
;

param limite_sup :=
	1 10
	2 10
	3 10
	4 10
	5 10
	6 10
;

param D :=
	1 1 0
	1 2 93.4
	1 3 68.782
	1 4 37.139
	1 5 36.279
	1 6 12.359
	1 7 68.397
	1 8 25.879
	1 9 81.329
	1 10 50.163
	1 11 58.141
	1 12 14.645
	1 13 53.871
	1 14 91.866
	1 15 46.805
	1 16 13.646
	1 17 16.967
	1 18 33.48
	1 19 53.423
	1 20 43.198
	1 21 82.211
	1 22 95.779
	1 23 33.214
	1 24 55.941
	1 25 39.495
	1 26 27.543
	1 27 68.905
	1 28 6.404
	1 29 3.044
	1 30 1.315
	1 31 1.035
	1 32 9.919
	1 33 58.527
	1 34 42.718
	1 35 9.615
	1 36 53.662
	1 37 30.085
	1 38 63.008
	1 39 13.897
	1 40 84.03
	1 41 85.861
	1 42 83.775
	1 43 27.048
	1 44 96.618
	1 45 65.923
	1 46 52.541
	1 47 88.144
	1 48 97.727
	1 49 47.449
	1 50 48.538
	1 51 95.186
	1 52 89.641
	1 53 58.607
	1 54 69.023
	1 55 79.733
	1 56 55.845
	1 57 14.783
	1 58 68.246
	1 59 96.256
	1 60 86.882
	2 1 93.4
	2 2 0
	2 3 78.632
	2 4 93.538
	2 5 47.475
	2 6 92.747
	2 7 38.897
	2 8 25.987
	2 9 30.696
	2 10 93.512
	2 11 62.009
	2 12 86.781
	2 13 69.579
	2 14 66.291
	2 15 95.192
	2 16 14.509
	2 17 90.768
	2 18 53.708
	2 19 90.142
	2 20 53.631
	2 21 15.459
	2 22 6.727
	2 23 72.284
	2 24 19.747
	2 25 62.286
	2 26 42.965
	2 27 2.206
	2 28 23.468
	2 29 99.736
	2 30 50.575
	2 31 63.084
	2 32 41.395
	2 33 43.896
	2 34 57.311
	2 35 60.721
	2 36 20.079
	2 37 70.412
	2 38 14.571
	2 39 41.303
	2 40 86.847
	2 41 98.371
	2 42 17.013
	2 43 16.043
	2 44 19.961
	2 45 8.154
	2 46 89.771
	2 47 31.597
	2 48 99.833
	2 49 75.377
	2 50 27.338
	2 51 40.463
	2 52 22.879
	2 53 38.647
	2 54 60.869
	2 55 6.543
	2 56 10.087
	2 57 70.149
	2 58 63.954
	2 59 27.614
	2 60 83.474
	3 1 68.782
	3 2 78.632
	3 3 0
