data;

param num_elementos := 60;

param num_grupos := 6;

param limite_inf :=
	1 10
	2 10
	3 10
	4 10
	5 10
	6 10
;

param limite_sup :=
	1 10
	2 10
	3 10
	4 10
	5 10
	6 10
;

param D :=
	1 1 0
	1 2 191.527
	1 3 204.142
	1 4 202.183
	1 5 122.271
	1 6 179.796
	1 7 168.364
	1 8 129.859
	1 9 149.001
	1 10 169.153
	1 11 170.091
	1 12 181.929
	1 13 133.056
	1 14 163.996
	1 15 145.418
	1 16 187.335
	1 17 193.347
	1 18 176.525
	1 19 161.984
	1 20 159.99
	1 21 133.011
	1 22 138.895
	1 23 192.542
	1 24 141.776
	1 25 129.607
	1 26 120.763
	1 27 173.201
	1 28 173.928
	1 29 180.726
	1 30 158.773
	1 31 154.244
	1 32 191.203
	1 33 213.633
	1 34 153.747
	1 35 134.268
	1 36 203.715
	1 37 161.706
	1 38 148.246
	1 39 183.613
	1 40 167.227
	1 41 186.401
	1 42 193.574
	1 43 150.074
	1 44 149.639
	1 45 180.088
	1 46 161.328
	1 47 138.615
	1 48 181.344
	1 49 127.542
	1 50 158.999
	1 51 196.842
	1 52 142.683
	1 53 167.015
	1 54 188.436
	1 55 178.094
	1 56 157.969
	1 57 151.496
	1 58 212.065
	1 59 154.172
	1 60 199.768
	2 1 191.527
	2 2 0
	2 3 162.226
	2 4 185.706
	2 5 171.38
	2 6 177.429
	2 7 177.465
	2 8 172.729
	2 9 178.115
	2 10 198.552
	2 11 192.749
	2 12 196.552
	2 13 175.793
	2 14 169.004
	2 15 168.525
	2 16 128.297
	2 17 173.345
	2 18 185.564
	2 19 155.654
	2 20 134.156
	2 21 186.616
	2 22 183.518
	2 23 167.823
	2 24 155.774
	2 25 192.811
	2 26 143.436
	2 27 137.99
	2 28 201.546
	2 29 128.909
	2 30 198.094
	2 31 169.052
	2 32 172.058
	2 33 165.775
	2 34 167.746
	2 35 205.885
	2 36 161.635
	2 37 178.212
	2 38 207.131
	2 39 149.046
	2 40 153.811
	2 41 208.076
	2 42 181.888
	2 43 171.837
	2 44 182.074
	2 45 189.037
	2 46 196.366
	2 47 205.745
	2 48 197.472
	2 49 193.206
	2 50 176.52
	2 51 190.421
	2 52 163.613
	2 53 150.999
	2 54 178.121
	2 55 186.578
	2 56 171.199
	2 57 158.599
	2 58 180.736
	2 59 171.148
	2 60 169.157
	3 1 204.142
	3 2 162.226
	3 3 0
