data;

param num_elementos := 10;

param num_grupos := 2;

param limite_inf :=
	1 5
	2 5
;

param limite_sup :=
	1 5
	2 5
;

param D :=
	1 1 0
	1 2 4.455
	1 3 24.301
	1 4 66.928
	1 5 82.779
	1 6 71.421
	1 7 32.59
	1 8 28.682
	1 9 18.166
	1 10 31.441
	2 1 4.455
	2 2 0
	2 3 96.663
	2 4 72.389
	2 5 67.3
	2 6 15.753
	2 7 83.375
	2 8 16.023
	2 9 48.711
	2 10 53.547
	3 1 24.301
	3 2 96.663
	3 3 0
	3 4 18.057
	3 5 18.198
	3 6 16.846
	3 7 83.335
	3 8 56.651
	3 9 38.536
	3 10 99.449
	4 1 66.928
	4 2 72.389
	4 3 18.057
	4 4 0
	4 5 83.383
	4 6 56.411
	4 7 69.699
	4 8 49.361
	4 9 36.617
	4 10 8.35
	5 1 82.779
	5 2 67.3
	5 3 18.198
	5 4 83.383
	5 5 0
	5 6 33.522
	5 7 84.129
	5 8 18.933
	5 9 65.818
	5 10 58.721
	6 1 71.421
	6 2 15.753
	6 3 16.846
	6 4 56.411
	6 5 33.522
	6 6 0
	6 7 72.086
	6 8 1.532
	6 9 27.905
	6 10 60.943
	7 1 32.59
	7 2 83.375
	7 3 83.335
	7 4 69.699
	7 5 84.129
	7 6 72.086
	7 7 0
	7 8 11.9
	7 9 87.658
	7 10 13.796
	8 1 28.682
	8 2 16.023
	8 3 56.651
	8 4 49.361
	8 5 18.933
	8 6 1.532
	8 7 11.9
	8 8 0
	8 9 27.203
	8 10 44.148
	9 1 18.166
	9 2 48.711
	9 3 38.536
	9 4 36.617
	9 5 65.818
	9 6 27.905
	9 7 87.658
	9 8 27.203
	9 9 0
	9 10 62.037
	10 1 31.441
	10 2 53.547
	10 3 99.449
	10 4 8.35
	10 5 58.721
	10 6 60.943
	10 7 13.796
	10 8 44.148
	10 9 62.037
	10 10 0
;

end;
