data;

param num_elementos := 10;

param num_grupos := 2;

param limite_inf :=
	1 4
	2 4
;

param limite_sup :=
	1 5
	2 6
;

param D :=
	1 1 0
	1 2 5
	1 3 32
	1 4 63
	1 5 20
	1 6 43
	1 7 66
	1 8 1
	1 9 37
	1 10 99
	2 1 5
	2 2 0
	2 3 26
	2 4 42
	2 5 99
	2 6 10
	2 7 80
	2 8 66
	2 9 99
	2 10 69
	3 1 32
	3 2 26
	3 3 0
	3 4 78
	3 5 25
	3 6 57
	3 7 7
	3 8 39
	3 9 11
	3 10 65
	4 1 63
	4 2 42
	4 3 78
	4 4 0
	4 5 100
	4 6 18
	4 7 21
	4 8 1
	4 9 10
	4 10 48
	5 1 20
	5 2 99
	5 3 25
	5 4 100
	5 5 0
	5 6 16
	5 7 41
	5 8 50
	5 9 14
	5 10 24
	6 1 43
	6 2 10
	6 3 57
	6 4 18
	6 5 16
	6 6 0
	6 7 52
	6 8 57
	6 9 78
	6 10 53
	7 1 66
	7 2 80
	7 3 7
	7 4 21
	7 5 41
	7 6 52
	7 7 0
	7 8 73
	7 9 49
	7 10 34
	8 1 1
	8 2 66
	8 3 39
	8 4 1
	8 5 50
	8 6 57
	8 7 73
	8 8 0
	8 9 13
	8 10 81
	9 1 37
	9 2 99
	9 3 11
	9 4 10
	9 5 14
	9 6 78
	9 7 49
	9 8 13
	9 9 0
	9 10 89
	10 1 99
	10 2 69
	10 3 65
	10 4 48
	10 5 24
	10 6 53
	10 7 34
	10 8 81
	10 9 89
	10 10 0
;

end;
