data;

param num_elementos := 10;

param num_grupos := 2;

param limite_inf :=
	1 5
	2 5
;

param limite_sup :=
	1 5
	2 5
;

param D :=
	1 1 0
	1 2 88
	1 3 53
	1 4 26
	1 5 29
	1 6 82
	1 7 17
	1 8 5
	1 9 43
	1 10 11
	2 1 88
	2 2 0
	2 3 11
	2 4 77
	2 5 79
	2 6 37
	2 7 50
	2 8 33
	2 9 51
	2 10 30
	3 1 53
	3 2 11
	3 3 0
	3 4 97
	3 5 68
	3 6 22
	3 7 14
	3 8 42
	3 9 13
	3 10 17
	4 1 26
	4 2 77
	4 3 97
	4 4 0
	4 5 16
	4 6 11
	4 7 21
	4 8 56
	4 9 64
	4 10 26
	5 1 29
	5 2 79
	5 3 68
	5 4 16
	5 5 0
	5 6 2
	5 7 75
	5 8 30
	5 9 48
	5 10 85
	6 1 82
	6 2 37
	6 3 22
	6 4 11
	6 5 2
	6 6 0
	6 7 24
	6 8 78
	6 9 39
	6 10 52
	7 1 17
	7 2 50
	7 3 14
	7 4 21
	7 5 75
	7 6 24
	7 7 0
	7 8 28
	7 9 66
	7 10 64
	8 1 5
	8 2 33
	8 3 42
	8 4 56
	8 5 30
	8 6 78
	8 7 28
	8 8 0
	8 9 86
	8 10 85
	9 1 43
	9 2 51
	9 3 13
	9 4 64
	9 5 48
	9 6 39
	9 7 66
	9 8 86
	9 9 0
	9 10 41
	10 1 11
	10 2 30
	10 3 17
	10 4 26
	10 5 85
	10 6 52
	10 7 64
	10 8 85
	10 9 41
	10 10 0
;

end;
