data;

param num_elementos := 10;

param num_grupos := 2;

param limite_inf :=
	1 5
	2 5
;

param limite_sup :=
	1 5
	2 5
;

param D :=
	1 1 0
	1 2 169.099
	1 3 159.004
	1 4 141.282
	1 5 157.673
	1 6 158.618
	1 7 189.872
	1 8 183.184
	1 9 189.924
	1 10 167.281
	2 1 169.099
	2 2 0
	2 3 193.304
	2 4 159.485
	2 5 233.595
	2 6 181.372
	2 7 178.844
	2 8 148.289
	2 9 142.471
	2 10 210.771
	3 1 159.004
	3 2 193.304
	3 3 0
	3 4 182.149
	3 5 193.72
	3 6 147.467
	3 7 147.928
	3 8 171.168
	3 9 162.941
	3 10 113.779
	4 1 141.282
	4 2 159.485
	4 3 182.149
	4 4 0
	4 5 216.67
	4 6 180.12
	4 7 183.173
	4 8 205.837
	4 9 198.429
	4 10 209.652
	5 1 157.673
	5 2 233.595
	5 3 193.72
	5 4 216.67
	5 5 0
	5 6 231.326
	5 7 229.156
	5 8 240.313
	5 9 223.024
	5 10 187.506
	6 1 158.618
	6 2 181.372
	6 3 147.467
	6 4 180.12
	6 5 231.326
	6 6 0
	6 7 169.185
	6 8 195.806
	6 9 154.565
	6 10 166.004
	7 1 189.872
	7 2 178.844
	7 3 147.928
	7 4 183.173
	7 5 229.156
	7 6 169.185
	7 7 0
	7 8 166.526
	7 9 143.18
	7 10 152.755
	8 1 183.184
	8 2 148.289
	8 3 171.168
	8 4 205.837
	8 5 240.313
	8 6 195.806
	8 7 166.526
	8 8 0
	8 9 162.557
	8 10 200.93
	9 1 189.924
	9 2 142.471
	9 3 162.941
	9 4 198.429
	9 5 223.024
	9 6 154.565
	9 7 143.18
	9 8 162.557
	9 9 0
	9 10 187.06
	10 1 167.281
	10 2 210.771
	10 3 113.779
	10 4 209.652
	10 5 187.506
	10 6 166.004
	10 7 152.755
	10 8 200.93
	10 9 187.06
	10 10 0
;

end;
